"","Year","State","Type","Measure","Material","Value","Chemical"
"1446",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(QUINOLINE = 55459)","23","FUNGICIDE"
"1447",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(STREPTOMYCES LYDICUS = 6327)","(D)","FUNGICIDE"
"1448",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(SULFUR = 77501)","64","FUNGICIDE"
"1449",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(TETRACONAZOLE = 120603)","19","FUNGICIDE"
"1450",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(THIOPHANATE-METHYL = 102001)","4","FUNGICIDE"
"1451",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(THIRAM = 79801)","13","FUNGICIDE"
"1452",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(TOTAL)","71","FUNGICIDE"
"1453",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(TRIFLOXYSTROBIN = 129112)","37","FUNGICIDE"
"1454",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(TRIFLUMIZOLE = 128879)","13","FUNGICIDE"
"1455",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(FLUMIOXAZIN = 129034)","4","HERBICIDE"
"1456",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(GLYPHOSATE ISO. SALT = 103601)","(D)","HERBICIDE"
"1457",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(GLYPHOSATE POT. SALT = 103613)","(D)","HERBICIDE"
"1458",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(NAPROPAMIDE = 103001)","(D)","HERBICIDE"
"1459",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(OXYFLUORFEN = 111601)","6","HERBICIDE"
"1460",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(PENDIMETHALIN = 108501)","4","HERBICIDE"
"1461",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(SULFENTRAZONE = 129081)","(D)","HERBICIDE"
"1462",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(TOTAL)","7","HERBICIDE"
"1463",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(ABAMECTIN = 122804)","22","INSECTICIDE"
"1464",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(ACEQUINOCYL = 6329)","10","INSECTICIDE"
"1465",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(ACETAMIPRID = 99050)","20","INSECTICIDE"
"1466",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(AZADIRACHTIN = 121701)","29","INSECTICIDE"
"1467",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(BIFENAZATE = 586)","22","INSECTICIDE"
"1468",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(BIFENTHRIN = 128825)","19","INSECTICIDE"
"1469",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(BT KURSTAK ABTS-1857 = 6523)","16","INSECTICIDE"
"1470",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(BT KURSTAKI ABTS-351 = 6522)","7","INSECTICIDE"
"1471",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(BT KURSTAKI SA-11 = 6519)","23","INSECTICIDE"
"1472",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(BT SUB AIZAWAI GC-91 = 6426)","(D)","INSECTICIDE"
"1473",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(BUPROFEZIN = 275100)","(D)","INSECTICIDE"
"1474",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)","(D)","INSECTICIDE"
"1475",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(CARBARYL = 56801)","(D)","INSECTICIDE"
"1476",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(CHLORANTRANILIPROLE = 90100)","21","INSECTICIDE"
"1477",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(CHLORPYRIFOS = 59101)","(D)","INSECTICIDE"
"1478",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","4","INSECTICIDE"
"1479",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(CYANTRANILIPROLE = 90098)","(D)","INSECTICIDE"
"1480",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING"," ","21","INSECTICIDE"
"1481",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(DIAZINON = 57801)","(D)","INSECTICIDE"
"1482",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(EMAMECTIN BENZOATE = 122806)","(D)","INSECTICIDE"
"1483",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(ETOXAZOLE = 107091)","(D)","INSECTICIDE"
"1484",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(FENBUTATIN-OXIDE = 104601)","(D)","INSECTICIDE"
"1485",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(FENPROPATHRIN = 127901)","8","INSECTICIDE"
"1486",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(FENPYROXIMATE = 129131)","2","INSECTICIDE"
"1487",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(FLONICAMID = 128016)","35","INSECTICIDE"
"1488",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(FLUPYRADIFURONE = 122304)","9","INSECTICIDE"
"1489",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(HEXYTHIAZOX = 128849)","11","INSECTICIDE"
"1490",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(IMIDACLOPRID = 129099)","18","INSECTICIDE"
"1491",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(LAMBDA-CYHALOTHRIN = 128897)","(D)","INSECTICIDE"
"1492",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(MALATHION = 57701)","7","INSECTICIDE"
"1493",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(METHOXYFENOZIDE = 121027)","13","INSECTICIDE"
"1494",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(NALED = 34401)","13","INSECTICIDE"
"1495",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(NEEM OIL = 25006)","(D)","INSECTICIDE"
"1496",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(NEEM OIL","23","INSECTICIDE"
"1497",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(NOVALURON = 124002)","39","INSECTICIDE"
"1498",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(PIPERONYL BUTOXIDE = 67501)","(D)","INSECTICIDE"
"1499",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(POTASSIUM SALTS = 79021)","(D)","INSECTICIDE"
"1500",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(PYRETHRINS = 69001)","8","INSECTICIDE"
"1501",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(PYRIPROXYFEN = 129032)","(D)","INSECTICIDE"
"1502",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(SPINETORAM = 110007)","26","INSECTICIDE"
"1503",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(SPINOSAD = 110003)","18","INSECTICIDE"
"1504",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(SPIROMESIFEN = 24875)","9","INSECTICIDE"
"1505",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(SPIROTETRAMAT = 392201)","(D)","INSECTICIDE"
"1506",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(SULFOXAFLOR = 5210)","(D)","INSECTICIDE"
"1507",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(THIAMETHOXAM = 60109)","12","INSECTICIDE"
"1508",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(TOTAL)","63","INSECTICIDE"
"1509",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(ACIBENZOLAR-S-METHYL = 61402)","(D)","OTHER"
"1510",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(AUREOBASIDIUM PULLULANS DSM 14940 = 46010)","(D)","OTHER"
"1511",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(AUREOBASIDIUM PULLULANS DSM 14941 = 36010)","(D)","OTHER"
"1512",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(BT KURSTAKI SA-12 = 6518)","(D)","OTHER"
"1513",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(CAPRIC ACID = 128955)","(D)","OTHER"
"1514",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(CAPRYLIC ACID = 128919)","(D)","OTHER"
"1515",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(CHLOROPICRIN = 81501)","30","OTHER"
"1516",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(DICHLOROPROPENE = 29001)","22","OTHER"
"1517",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(FLUTRIAFOL = 128940)","9","OTHER"
"1518",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(GLIOCLADIUM VIRENS = 129000)","(D)","OTHER"
"1519",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(IRON PHOSPHATE = 34903)","(D)","OTHER"
"1520",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(METALDEHYDE = 53001)","(D)","OTHER"
"1521",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(METAM-POTASSIUM = 39002)","(D)","OTHER"
"1522",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(METAM-SODIUM = 39003)","(D)","OTHER"
"1523",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(PAECILOMYCES FUMOSOR = 115002)","(D)","OTHER"
"1524",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(POTASSIUM SILICATE = 72606)","(D)","OTHER"
"1525",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(REYNOUTRIA SACHALINE = 55809)","15","OTHER"
"1526",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING","(TOTAL)","45","OTHER"
"1527",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING"," ","97","(NITROGEN)"
"1528",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING"," ","93","(PHOSPHATE)"
"1529",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING"," ","94","(POTASH)"
"1530",2018,"CALIFORNIA","BEARING - TREATED"," PCT OF AREA BEARING"," ","81","(SULFUR)"
"1531",2018,"CALIFORNIA","FRESH MARKET - PRODUCTION"," $"," ","1,856,015,000",""
"1532",2018,"CALIFORNIA","FRESH MARKET - UTILIZED - PRODUCTION"," CWT"," ","17,846,300",""
"1533",2018,"CALIFORNIA","NOT SOLD - PRODUCTION"," CWT"," ","0",""
"1534",2018,"CALIFORNIA","PROCESSING - PRODUCTION"," $"," ","230,062,000",""
"1535",2018,"CALIFORNIA","PROCESSING"," CWT"," ","5,451,700",""
"1536",2018,"CALIFORNIA","PROCESSING"," TONS"," ","276,358",""
"1537",2018,"CALIFORNIA","UTILIZED - PRODUCTION"," CWT"," ","23,298,000",""
"1538",2018,"FLORIDA"," ACRES HARVESTED"," "," ","9,800",""
"1539",2018,"FLORIDA"," ACRES PLANTED"," "," ","9,900",""
"1540",2018,"FLORIDA"," PRODUCTION"," $"," ","281,750,000",""
"1541",2018,"FLORIDA"," PRODUCTION"," CWT"," ","2,450,000",""
"1542",2018,"FLORIDA"," YIELD"," CWT / ACRE"," ","250",""
"1543",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(AZOXYSTROBIN = 128810)","(D)","FUNGICIDE"
"1544",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(CAPTAN = 81301)","87,400","FUNGICIDE"
"1545",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(COPPER CHLORIDE HYD. = 23501)","(D)","FUNGICIDE"
"1546",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(COPPER HYDROXIDE = 23401)","(D)","FUNGICIDE"
"1547",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(CYPRODINIL = 288202)","3,300","FUNGICIDE"
"1548",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(DIFENOCONAZOLE = 128847)","(D)","FUNGICIDE"
"1549",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(FENHEXAMID = 90209)","(D)","FUNGICIDE"
"1550",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(FLUDIOXONIL = 71503)","1,700","FUNGICIDE"
"1551",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(FLUOPYRAM = 80302)","(D)","FUNGICIDE"
"1552",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(IPRODIONE = 109801)","(D)","FUNGICIDE"
"1553",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(ISOFETAMID = 270000)","(D)","FUNGICIDE"
"1554",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(MEFENOXAM = 113502)","(D)","FUNGICIDE"
"1555",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(PENTHIOPYRAD = 90112)","(D)","FUNGICIDE"
"1556",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(PROPICONAZOLE = 122101)","(D)","FUNGICIDE"
"1557",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(PYRIMETHANIL = 288201)","(D)","FUNGICIDE"
"1558",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(SULFUR = 77501)","(D)","FUNGICIDE"
"1559",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(THIOPHANATE-METHYL = 102001)","(D)","FUNGICIDE"
"1560",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(THIRAM = 79801)","22,500","FUNGICIDE"
"1561",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(TOTAL)","128,400","FUNGICIDE"
"1562",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(CARFENTRAZONE-ETHYL = 128712)","(D)","HERBICIDE"
"1563",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(FLUMIOXAZIN = 129034)","(D)","HERBICIDE"
"1564",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(GLYPHOSATE ISO. SALT = 103601)","(D)","HERBICIDE"
"1565",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(NAPROPAMIDE = 103001)","(D)","HERBICIDE"
"1566",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(OXYFLUORFEN = 111601)","(D)","HERBICIDE"
"1567",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(PARAQUAT = 61601)","(D)","HERBICIDE"
"1568",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(TOTAL)","(D)","HERBICIDE"
"1569",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(ABAMECTIN = 122804)","(D)","INSECTICIDE"
"1570",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(ACETAMIPRID = 99050)","(D)","INSECTICIDE"
"1571",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(BIFENAZATE = 586)","(D)","INSECTICIDE"
"1572",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(BIFENTHRIN = 128825)","(D)","INSECTICIDE"
"1573",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(BT KURSTAK ABTS-1857 = 6523)","(NA)","INSECTICIDE"
"1574",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(BT KURSTAKI ABTS-351 = 6522)","(NA)","INSECTICIDE"
"1575",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(CHLORANTRANILIPROLE = 90100)","(D)","INSECTICIDE"
"1576",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(FLONICAMID = 128016)","(D)","INSECTICIDE"
"1577",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(MALATHION = 57701)","(D)","INSECTICIDE"
"1578",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(MUSTARD OIL = 4901)","(D)","INSECTICIDE"
"1579",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(NALED = 34401)","(D)","INSECTICIDE"
"1580",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(NOVALURON = 124002)","(D)","INSECTICIDE"
"1581",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(SPINETORAM = 110007)","(D)","INSECTICIDE"
"1582",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(SPIROMESIFEN = 24875)","(D)","INSECTICIDE"
"1583",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(THIAMETHOXAM = 60109)","(D)","INSECTICIDE"
"1584",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(TOTAL)","102,700","INSECTICIDE"
"1585",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(CYTOKININS = 116801)","(D)","OTHER"
"1586",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(DIMETHYL DISULFIDE (DMDS) = 29088)","(D)","OTHER"
"1587",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(REYNOUTRIA SACHALINE = 55809)","(D)","OTHER"
"1588",2018,"FLORIDA","BEARING - APPLICATIONS"," LB","(TOTAL)","(D)","OTHER"
"1589",2018,"FLORIDA","BEARING - APPLICATIONS"," LB"," ","136,000","(NITROGEN)"
"1590",2018,"FLORIDA","BEARING - APPLICATIONS"," LB"," ","42,000","(PHOSPHATE)"
"1591",2018,"FLORIDA","BEARING - APPLICATIONS"," LB"," ","173,000","(POTASH)"
"1592",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(AZOXYSTROBIN = 128810)","(D)","FUNGICIDE"
"1593",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(CAPTAN = 81301)","1.858","FUNGICIDE"
"1594",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(COPPER CHLORIDE HYD. = 23501)","(D)","FUNGICIDE"
"1595",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(COPPER HYDROXIDE = 23401)","(D)","FUNGICIDE"
"1596",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(CYPRODINIL = 288202)","0.33","FUNGICIDE"
"1597",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(DIFENOCONAZOLE = 128847)","(D)","FUNGICIDE"
"1598",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(FENHEXAMID = 90209)","(D)","FUNGICIDE"
"1599",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(FLUDIOXONIL = 71503)","0.221","FUNGICIDE"
"1600",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(FLUOPYRAM = 80302)","(D)","FUNGICIDE"
"1601",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(IPRODIONE = 109801)","(D)","FUNGICIDE"
"1602",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(ISOFETAMID = 270000)","(D)","FUNGICIDE"
"1603",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(MEFENOXAM = 113502)","(D)","FUNGICIDE"
"1604",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(PENTHIOPYRAD = 90112)","(D)","FUNGICIDE"
"1605",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(PROPICONAZOLE = 122101)","(D)","FUNGICIDE"
"1606",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(PYRIMETHANIL = 288201)","(D)","FUNGICIDE"
"1607",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(SULFUR = 77501)","(D)","FUNGICIDE"
"1608",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(THIOPHANATE-METHYL = 102001)","(D)","FUNGICIDE"
"1609",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(THIRAM = 79801)","1.632","FUNGICIDE"
"1610",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(CARFENTRAZONE-ETHYL = 128712)","(D)","HERBICIDE"
"1611",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(FLUMIOXAZIN = 129034)","(D)","HERBICIDE"
"1612",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(GLYPHOSATE ISO. SALT = 103601)","(D)","HERBICIDE"
"1613",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(NAPROPAMIDE = 103001)","(D)","HERBICIDE"
"1614",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(OXYFLUORFEN = 111601)","(D)","HERBICIDE"
"1615",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(PARAQUAT = 61601)","(D)","HERBICIDE"
"1616",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(ABAMECTIN = 122804)","(D)","INSECTICIDE"
"1617",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(ACETAMIPRID = 99050)","(D)","INSECTICIDE"
"1618",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(BIFENAZATE = 586)","(D)","INSECTICIDE"
"1619",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(BIFENTHRIN = 128825)","(D)","INSECTICIDE"
"1620",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(BT KURSTAK ABTS-1857 = 6523)","(NA)","INSECTICIDE"
"1621",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(BT KURSTAKI ABTS-351 = 6522)","(NA)","INSECTICIDE"
"1622",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(CHLORANTRANILIPROLE = 90100)","(D)","INSECTICIDE"
"1623",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(FLONICAMID = 128016)","(D)","INSECTICIDE"
"1624",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(MALATHION = 57701)","(D)","INSECTICIDE"
"1625",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(MUSTARD OIL = 4901)","(D)","INSECTICIDE"
"1626",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(NALED = 34401)","(D)","INSECTICIDE"
"1627",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(NOVALURON = 124002)","(D)","INSECTICIDE"
"1628",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(SPINETORAM = 110007)","(D)","INSECTICIDE"
"1629",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(SPIROMESIFEN = 24875)","(D)","INSECTICIDE"
"1630",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(THIAMETHOXAM = 60109)","(D)","INSECTICIDE"
"1631",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(CYTOKININS = 116801)","(D)","OTHER"
"1632",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(DIMETHYL DISULFIDE (DMDS) = 29088)","(D)","OTHER"
"1633",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION","(REYNOUTRIA SACHALINE = 55809)","(D)","OTHER"
"1634",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION"," ","1","(NITROGEN)"
"1635",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION"," ","(Z)","(PHOSPHATE)"
"1636",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / APPLICATION"," ","1","(POTASH)"
"1637",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(AZOXYSTROBIN = 128810)","(D)","FUNGICIDE"
"1638",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(CAPTAN = 81301)","9.193","FUNGICIDE"
"1639",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(COPPER CHLORIDE HYD. = 23501)","(D)","FUNGICIDE"
"1640",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(COPPER HYDROXIDE = 23401)","(D)","FUNGICIDE"
"1641",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(CYPRODINIL = 288202)","0.997","FUNGICIDE"
"1642",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(DIFENOCONAZOLE = 128847)","(D)","FUNGICIDE"
"1643",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(FENHEXAMID = 90209)","(D)","FUNGICIDE"
"1644",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(FLUDIOXONIL = 71503)","0.501","FUNGICIDE"
"1645",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(FLUOPYRAM = 80302)","(D)","FUNGICIDE"
"1646",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(IPRODIONE = 109801)","(D)","FUNGICIDE"
"1647",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(ISOFETAMID = 270000)","(D)","FUNGICIDE"
"1648",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(MEFENOXAM = 113502)","(D)","FUNGICIDE"
"1649",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(PENTHIOPYRAD = 90112)","(D)","FUNGICIDE"
"1650",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(PROPICONAZOLE = 122101)","(D)","FUNGICIDE"
"1651",2018,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(PYRIMETHANIL = 288201)","(D)","FUNGICIDE"
